"","No","H_P","D1_P","D2_P","W_m_P","W_s_P","W_a_P","L_b_P","L_v_P","W_d_P","W_ia_P","W_r_P","W_L","W_P","W_m_L","S","FE","P","W_c_P","D12_P","H_A_L"
"119",119,0.475589939193392,0.349029603,0.696993754,0.92279310054171,8.18765853096789e-14,0.0772068995483544,0.0839090626441332,0.988621789979043,0.0281147119983473,8.18765853096789e-14,8.18765853096789e-14,4230.04792,1.02811471199835,3210.214929,0.000636479,5.880186,2.10064556462152,1,0.347964151,3
"120",120,0.231323548851298,0.625984252,1.663410745,0.969984543608054,8.76779943153775e-14,0.0300154565409987,0.0273036619960449,2.22345048415027,0.0142355361539108,8.76779943153775e-14,8.76779943153775e-14,2799.189808,1.01423553615391,2014.158013,0.000662868,5.67236425,3.26498968247558,1,1.037426493,1
"121",121,0.502007519571444,0.814711213,1.675754472,0.776091430205213,0.15654404893398,0.0673645207417235,0.264555583618883,0.991505538373165,0.00426897229389162,7.44275195813968e-14,7.44275195813968e-14,5319.352221,1.00426897229389,1928.463406,0.00069109,4.38459175,2.26033009421151,1,0.861043259,3
"122",122,0.34168369242281,0.439544176,0.924041734,1.0000000000799,1.14145985246079e-13,1.14145985246079e-13,0.420130279250272,0.983100336764338,0.0207227253155036,1.14145985246079e-13,1.14145985246079e-13,2842.640935,1.0207227253155,2449.016989,0.000517705,5.2705152,2.42395334087353,1,0.484497558,2
"123",123,0.335116723593593,1.044685913,1.939497203,0.986685938576317,0.0133140614891422,1.0909887887311e-13,0.211687183087684,0.349581239077278,0.0258940144381942,1.0909887887311e-13,1.0909887887311e-13,2735.653161,1.02589401443819,2089.787459,0.000779402,4.46276,1.58716243616676,1,0.89481129,2
"124",124,0.30245167256436,0.898688047,1.803061224,0.974724155223004,0.00603111654061405,0.0192447280212715,0.0162012494155869,0.763388655799585,0.0430697002038609,8.96291617996102e-14,8.96291617996102e-14,2865.913478,1.04306970020386,2056.024994,0.000712891,5.430218,1.82265960533837,1,0.904373177,2
"125",125,0.271765166961049,0.670415094,1.665645283,0.985276590987061,9.67199239678581e-14,0.0147234087615636,0.11280088957803,0.810629413832548,9.67199239678581e-14,9.67199239678581e-14,9.67199239678581e-14,3565.611491,1.0000000000001,3296.148512,0.000806183,5.4401522,1.92343030263692,1,0.995230189,1
"126",126,0.213972972443231,0.321238938,1.281043316,1.00000000000011,1.05410378956547e-13,1.05410378956547e-13,0.00844728339710843,1.05410378956547e-13,1.05410378956547e-13,1.05410378956547e-13,1.05410378956547e-13,2030.781578,1.00000000000011,2030.781578,0.000588937,4.578115,1.00844728334451,1,0.959804378,1
"127",127,0.266740158078186,0.650107411,2.545247046,0.945633000475917,0.0418824552766982,0.0124845438982448,0.244300094060429,0.0510733743543268,8.51768851551655e-14,8.51768851551655e-14,8.51768851551655e-14,3227.06636,1.00000000000009,2388.723844,0.000231914,5.267871,1.29537346799747,1,1.895139635,2
"128",128,0.191376818273359,0.63772942,2.179431581,0.982570065548223,0.017429934643642,9.58847647385695e-14,0.127979974700855,0.333237826514408,9.58847647385695e-14,9.58847647385695e-14,9.58847647385695e-14,2669.434222,1.0000000000001,2118.756836,0.000297158,5.004495,1.46121780083182,1,1.541702161,1
"129",129,0.190811703130646,0.566886511,1.399016924,0.975758864934148,1.09575284504335e-13,0.0199192110412545,0.17903722847632,1.34027795882445,1.09575284504335e-13,0.00432192400279193,1.09575284504335e-13,2813.265727,1.00000000000011,2371.16976,0.000408391,4.290041333,2.51931518741045,1,0.832130413,1
"130",130,0.137521985870201,1.350894819,2.102166405,0.896896320114291,8.3773226549435e-14,0.10310367925741,0.156579118038679,0.839929037410439,0.0213499921848522,8.3773226549435e-14,8.3773226549435e-14,4071.852275,1.02134999218485,2356.565814,0.000932803,5.3911985,2.01785814654492,1,0.751271586,1
"131",131,0.204944650698752,1.094238976,2.186699858,0.999999999753072,7.71649837265162e-14,7.71649837265162e-14,0.0421125107707166,1.63153139477535,0.0269611850211217,7.71649837265162e-14,7.71649837265162e-14,3276.131379,1.02696118502112,2549.75926,0.000701112,5.224902,2.70060508955633,1,1.092460882,1
"132",132,0.242208450619469,1.078698249,2.180981595,0.941992650138395,7.75092230123498e-14,0.0580073494276309,0.00402362313077452,0.22729849349464,7.75092230123498e-14,7.75092230123498e-14,7.75092230123498e-14,2504.978147,1.00000000000008,1961.345411,0.001117653,5.11689875,1.23132211616044,1,1.102283346,2
"133",133,0.223805851559082,0.382035212,1.315321816,0.960850994112179,9.22991831466074e-14,0.0391490058602237,0.0408849542951143,0.500295452546573,9.22991831466074e-14,9.22991831466074e-14,9.22991831466074e-14,2979.488467,1.00000000000009,2195.748659,0.000106842,5.27836,1.54118040614954,1,0.933286604,1
"134",134,0.165756826828503,0.657192704,2.016114195,1.00000000000011,1.11353194552142e-13,1.11353194552142e-13,0.0232597063795052,0.0118667312994918,1.11353194552142e-13,1.11353194552142e-13,1.11353194552142e-13,2032.162616,1.00000000000011,2032.162616,0.000193724,5.452698667,1.03512643771251,1,1.358921491,1
"135",135,0.152724771833703,0.523595566,0.877448343,0.534388359806302,5.46025390081292e-14,0.465611640412163,0.127588460403595,0.674580316025958,5.46025390081292e-14,5.46025390081292e-14,5.46025390081292e-14,6856.775733,1.00000000000005,2073.191282,0.000591428,4.43924,1.80216877703024,1,0.353852777,1
"136",136,0.174791435555261,0.463751438,1.088607595,0.930189376041562,8.51104985095549e-14,0.0698106238137501,0.257585735256167,2.02060623182166,0.140546199791998,8.51104985095549e-14,8.51104985095549e-14,5907.814406,1.140546199792,3142.511948,0.000750458,4.7320375,3.41873816721027,1,0.624856157,1
"137",137,0.306479244148391,0.555658011,0.921540443,0.845806206245403,0.0902442440514771,0.0639495495688614,0.416780305566559,0.908434711253036,0.0152251994336855,9.58987061311691e-14,9.58987061311691e-14,3469.14915,1.01522519943369,1997.584849,0.000732,4.214,2.34044021606148,1,0.365882432,2
"138",138,0.404066186056541,0.775717268,1.153433714,0.443911306609879,4.64568547294367e-14,0.556088693733901,0.0946439576155032,1.8111818952662,0.00711250252711968,4.64568547294367e-14,4.64568547294367e-14,9169.510552,1.00711250252712,2147.221937,0.000586,4.668526,2.91293835564111,1,0.377716446,3
"139",139,0.156787913389371,0.707348491,1.093196161,0.592468907754282,4.78159019922914e-14,0.407531092489579,0.0951708428623136,1.48047376034463,0.0274577599089165,4.78159019922914e-14,4.78159019922914e-14,7506.43403,1.02745775990892,1929.54154,0.001236818,3.7747515,2.60310236316368,1,0.38584767,2
"140",140,0.247917091332789,0.634942738,1.320132743,0.907243454300175,7.23842113635702e-14,0.0927565458446657,0.103217211676452,0.319174090878794,7.23842113635702e-14,7.23842113635702e-14,7.23842113635702e-14,3567.056879,1.00000000000007,1969.564735,0.000277091,4.810272,1.42239130255532,1,0.685190005,2
"141",141,0.195554027833994,0.536421812,1.054462523,0.562167234805587,0.106168923800832,0.331663841533331,0.337123492808683,0.785145892157089,0.0027247378356941,6.07606118075387e-14,6.07606118075387e-14,5623.597331,1.00272473783569,1723.294626,0.000650104,4.13462,2.12499412255842,1,0.518040711,2
"142",142,0.142477731087763,0.469427539,0.873554583,0.588343951930226,5.46565271587421e-14,0.411656047894873,0.0456944536208594,2.25337241388507,0.00809567609285588,5.46565271587421e-14,5.46565271587421e-14,5513.793945,1.00809567609286,1770.288954,0.000415855,4.154195,3.30716254319979,1,0.404127044,1
"143",143,0.272812319344585,1.094002521,1.463933576,0.68668884561887,0.233467824638645,0.0798433296975484,0.080595938286695,1.39435708264025,4.49825561088596e-14,4.49825561088596e-14,4.49825561088596e-14,7147.742318,1.00000000000005,2755.407598,0.000826562,3.467627,2.4749530211519,1,0.369931055,3
"144",144,0.288186934291133,0.680273834,1.137508452,0.86059192464138,0.104403666812118,0.0350044083484404,0.0363207994244419,0.860989815301259,6.60425742900447e-14,6.60425742900447e-14,6.60425742900447e-14,3756.959964,1.00000000000007,1942.322474,0.00042176,4.164661,1.89731061521448,1,0.457234618,3
"145",145,0.251184734628757,0.628243398,1.362916188,0.911005121285147,0.0889249591287147,0.000069920126899557,0.0692329520121161,0.267251743234421,8.86348307372624e-14,8.86348307372624e-14,8.86348307372624e-14,2583.086543,1.00000000000009,2012.19385,0.000426318,4.66274,1.33648469510481,1,0.73467279,1
"146",146,0.233799131109987,0.706772334,1.512714019,0.910679346521711,0.0893206534783942,1.04756955535514e-13,0.249675305213991,0.788738974423615,1.04756955535514e-13,1.04756955535514e-13,1.04756955535514e-13,3001.502271,1.0000000000001,2083.56734,0.000453606,4.401674,2.0384142794282,1,0.805941685,1
"147",147,0.24307368851971,0.657942979,1.117445688,0.808014353810475,0.0748307024796464,0.117154943559229,0.261082127274081,2.4702375712942,0.00675339875418744,6.84772501586315e-14,6.84772501586315e-14,5612.06721,1.00675339875419,2701.403526,0.000803589,3.754955333,3.73807309773333,1,0.459502709,2
"148",148,0.318276698561086,0.738821371,1.556194107,0.831110126285789,0.11294980504252,0.0168395928938311,0.30888470711136,1.01585534336012,0.0118181489102186,0.0391004762969273,7.63335357684987e-14,5885.462992,1.01181814891022,2534.945209,0.000919657,2.656526,2.33655819968703,1,0.817372736,3
"149",149,0.23388396187292,0.355761144,0.809023189,0.802118386239963,0.00212118477581909,0.195760428906391,0.100685455873505,2.21445194377084,0.0196968866378152,7.07517119762084e-14,7.07517119762084e-14,5009.069017,1.01969688663782,2994.558853,0.000480441,3.8945822,3.33483428635291,1,0.453262045,2
"150",150,0.276557272658745,0.349477904,0.805169681,0.826635313541967,0.0984592294824346,0.0749054567951712,0.0594631754756095,2.61280404765967,0.00719570399446705,7.21706973247119e-14,7.21706973247119e-14,5132.326918,1.00719570399447,2341.638043,0.000559758,5.187722,3.67946292705036,1,0.455691777,3
"151",151,0.307951809512272,0.764432566,1.356784539,0.926113251306339,7.66500748050358e-14,0.0738867488009707,0.115717155832986,1.64699761898935,0.0000815898731909287,7.66500748050358e-14,7.66500748050358e-14,4371.809601,1.00008158987319,3118.927735,0.000633384,5.1159325,2.76279636507877,1,0.592351973,3
"152",152,0.148070906263378,0.512914514,1.231022102,0.812475339635099,8.77934076552331e-14,0.173027008349757,0.0996586568500793,1.39926061975163,0.00549040295217304,0.0144976523926555,8.77934076552331e-14,4395.768016,1.00549040295217,2219.972811,0.000641256,5.0614035,2.50440968043182,1,0.718107588,1
"153",153,0.129026262237482,0.873198498,1.458883372,0.971599440957252,0.000536139614522446,0.0278644198732798,0.022671219370721,1.87484928658577,8.24021418182311e-14,8.24021418182311e-14,8.24021418182311e-14,2897.69869,1.00000000000008,2379.596111,0.000619781,4.5391064,2.89752050628618,1,0.585684874,1
"154",154,0.298503330912554,0.691861771,1.267918932,0.769464116712683,0.20968774072311,0.0208481424321725,0.0694861546194784,1.83741410887588,8.25731195729035e-14,8.25731195729035e-14,8.25731195729035e-14,4279.247232,1.00000000000008,2179.735491,0.000979669,4.093778,2.9069002634459,1,0.576057161,2
"155",155,0.190581433060819,0.686498856,1.361985126,0.980245320923041,0.019754678760637,9.88816416127729e-14,0.163313074235188,0.88484177074915,9.88816416127729e-14,9.88816416127729e-14,9.88816416127729e-14,3184.780354,1.0000000000001,2964.540569,0.000764692,5.296831,2.04815484429227,1,0.67548627,1
"156",156,0.312416401125889,0.585798817,1.215158829,0.697761379362413,0.203038675888058,0.0991999446063937,0.587104354253686,1.02043063085503,0.00318469382394165,8.41972190165813e-14,8.41972190165813e-14,5725.224764,1.00318469382394,2669.988106,0.001376544,5.727175,2.61071967943784,1,0.629360012,2
"157",157,0.310613046717538,0.660915493,1.805809859,0.710725386849333,0.00798143161125757,0.281293181482836,0.269865859084732,1.24887312027442,0.051009597169916,8.08191479333738e-14,8.08191479333738e-14,5090.975901,1.05100959716992,2211.738697,0.000850567,2.53344125,2.5697485770948,1,1.144894366,3
"158",158,0.242230037320924,0.447128405,0.938241245,0.786493723861129,8.0261826689399e-14,0.213506276058609,0.354392010901634,3.08047915019281,0.18189417008202,8.0261826689399e-14,8.0261826689399e-14,5918.774739,1.18189417008202,2358.252731,0.000890992,4.6844175,4.6167653306949,1,0.49111284,2
"159",159,0.283629059265162,0.410372535,0.653834916,0.820770064732437,8.10401675481697e-14,0.179229934846154,0.144695787420617,1.92981066464695,0.0448177825837231,8.10401675481697e-14,8.10401675481697e-14,3358.326637,1.04481778258372,1955.155582,0.0004739,4.503315833,3.11932423440817,1,0.243462381,2
"160",160,0.242245402004434,0.505901314,1.265311183,0.877656968487121,8.4833855186404e-14,0.122343031258377,0.259083631342161,2.33147340487131,0.140073318953909,8.4833855186404e-14,8.4833855186404e-14,4726.469482,1.14007331895391,2033.640349,0.000720913,4.33394,3.73063035508255,1,0.759409869,1
"161",161,0.158954772375197,1.383196721,2.8375,0.875302776769284,0.0816794411887775,0.0430177820032245,0.111277212458405,0.222944756513016,7.75821291731603e-14,7.75821291731603e-14,7.75821291731603e-14,3708.545139,1.00000000000008,2190.264943,0.000940849,3.850175833,1.33422196912666,1,1.454303279,1
"162",162,0.29249096348436,0.770279625,1.568028781,0.595608590869535,0.30945012407493,0.0920170015224584,0.310280556172578,2.17548849113637,0.00871979143813079,0.00292428370126583,6.46883548361575e-14,7076.049929,1.00871979143813,2156.46573,0.00135641,3.419583125,3.49448883900583,1,0.797749156,3
"163",163,0.184682547224091,0.509437949,1.476545992,0.774778088890131,0.189785395352544,0.0354365154928617,0.366911574546313,1.12206327624364,0.0260824873451552,6.15029207037447e-14,6.15029207037447e-14,5200.154459,1.02608248734516,2531.303943,0.001037151,3.58049,2.5150573380121,1,0.967108043,2
"164",164,0.258056833092114,0.567267421,0.954983923,0.629209760606396,0.275169319610895,0.0754730702176674,0.666750363376865,1.78192759010454,0.0157581052722303,0.0201478494135469,6.88613873556646e-14,8148.744925,1.01575810527223,2036.754399,0.000739612,4.331407111,3.46443605847819,1,0.387716502,3
"165",165,0.22915590361568,0.401583929,0.959380778,0.851489117947885,0.0131801783486063,0.126275619294139,0.849519375610708,0.973098415285273,0.0407932483638205,0.00905508426771993,1.01178074215217e-13,4116.527083,1.04079324836382,1979.91061,0.000978971,2.858796667,2.8634110392598,1,0.557796849,1
"166",166,0.244235168120732,0.358600749,0.838356164,0.724038170047537,0.0869446137854707,0.184768166828595,0.191945213808518,3.24598013284774,0.0401743425434016,0.00424904946675965,7.55072837426491e-14,6755.069029,1.0401743425434,2418.096441,0.001246102,3.46880725,4.47809968919966,1,0.479755415,2
"167",167,0.215111436775318,0.653827751,1.311154306,0.770692670758043,0.222971220974743,0.00633610802178354,0.348732466064851,2.83783029779077,0.0345851322544484,7.218541985699e-14,7.218541985699e-14,6611.290813,1.03458513225445,2479.733586,0.001596291,2.798053875,4.22114789553259,1,0.657326555,2
"168",168,0.298676129103686,1.197361872,2.31371329,0.756372415762205,0.195355051327084,0.0450692979725447,0.211425327793263,0.999999379286776,5.55696758410619e-14,0.00320323512160193,5.55696758410619e-14,6962.191777,1.00000000000006,2283.40395,0.00117548,2.7838272,2.21142470702452,1,1.116351418,3
"169",169,0.211452223692636,0.742279979,1.422238338,0.86772384446932,0.0951482612177196,0.0371278941267763,0.0429547975752974,1.61993395119986,0.0620176177129123,6.42014370478829e-14,6.42014370478829e-14,5437.562676,1.06201761771291,2422.152975,0.000561079,4.1196935,2.72490636600014,1,0.679958359,2
"170",170,0.224345074192456,0.666692044,1.404415683,0.970394423182422,7.61999218538316e-14,0.0296055766042179,0.203231797279194,1.89088200929837,0.0129456444543867,7.61999218538316e-14,7.61999218538316e-14,4153.032377,1.01294564445439,3553.892923,0.001104421,3.637633,3.10705945110815,1,0.737723639,2
"171",171,0.19500403322876,0.843457618,1.862728669,0.902599421542669,0.0974005783783806,7.90292231677236e-14,0.25796489857467,1.2300388618382,7.90292231677236e-14,7.90292231677236e-14,7.90292231677236e-14,4197.998521,1.00000000000008,2435.144435,0.001205403,3.7541688,2.48800376025489,1,1.019271051,1
"172",172,0.171580924056964,0.574574607,1.745664267,0.95528617764232,8.66627762995383e-14,0.0447138225397581,8.66627762995383e-14,0.464060012270571,8.66627762995383e-14,8.66627762995383e-14,8.66627762995383e-14,2591.976948,1.00000000000009,1971.328731,0.000599164,4.410098,1.46406001201067,1,1.17108966,1
"173",173,0.207529292817087,0.403912543,1.079939864,0.933661870242398,0.0552622374980486,0.011075892330218,0.085077698737282,0.522965082607923,1.17579242353441e-13,1.17579242353441e-13,1.17579242353441e-13,2548.491488,1.00000000000012,2038.479373,0.000665466,3.904248,1.60804278166279,1,0.676027321,1
"174",174,0.23979998020597,0.764146751,1.437524689,0.546070138512418,0.159903280822161,0.287457078978534,0.448063567725615,1.10911394275178,7.12287669529867e-14,0.00656950185790776,7.12287669529867e-14,6934.890092,1.00000000000007,1906.376677,0.001137215,3.897888,2.55717751118975,1,0.673377938,2
"175",175,0.169112318708808,0.676996071,1.136110905,0.613316814246536,6.08965903886809e-14,0.38668318599705,0.354835540866371,3.70152238188165,0.0918954670635628,6.08965903886809e-14,6.08965903886809e-14,10324.49265,1.09189546706356,2592.999052,0.001885113,1.9025622,5.14825339023786,1,0.459114834,1
"176",176,0.312680130695602,0.935717319,1.49647689,0.846754650687402,5.54370724802154e-14,0.153245349124112,0.434171238182734,1.50745169031571,0.0492729205907657,5.54370724802154e-14,5.54370724802154e-14,7171.099802,1.04927292059077,3444.346608,0.001340607,2.8437105,2.99089584859027,1,0.560759571,3
"177",177,0.395610118097734,0.536154626,1.090983694,0.460089546582108,0.385584149435388,0.154326303982504,0.398141821171726,1.77882159880116,0.0698109618400704,4.99366324882395e-14,4.99366324882395e-14,8966.660449,1.06981096184007,2203.457535,0.000491882,4.483541067,3.24677438171308,1,0.554829068,3
"178",178,0.363895614442112,0.712127513,1.171195523,0.606178736220894,0.256520941909734,0.137300321956914,0.187786453219262,3.14245190061768,0.0170935890508355,4.86341002255577e-14,4.86341002255577e-14,9751.58646,1.01709358905084,2072.198577,0.002131462,3.66031,4.34733194288777,1,0.45906801,3
